Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity
01-03-2022,Electronic City,Hosur Road,12665,31.66851992,1.370105857,35.15459804,68.03354198,2,75.33,54.38385392,90.43565892,99.30139641,185,Clear,No
01-03-2022,M.G. Road,Trinity Circle,39495,35.12521864,1.5,100,100,2,128.99,75.65208833,81.69435802,88.41999645,84,Clear,Yes
01-03-2022,M.G. Road,Anil Kumble Circle,47130,40.19871018,1.5,100,100,3,144.26,19.15896529,87.03246543,77.99415828,109,Rain,No
01-03-2022,Jayanagar,Jayanagar 4th Block,16935,52.04129848,1.310920859,65.59214192,86.64295514,0,83.87,42.2270323,74.57639464,67.65023755,104,Rain,No
01-03-2022,Jayanagar,South End Circle,34796,20,1.5,100,100,2,119.592,79.6861514,64.75410314,50.74749856,114,Fog,No
01-03-2022,Yeshwanthpur,Yeshwanthpur Circle,20316,35.59984068,1.339188677,65.07316092,100,0,90.632,55.21660718,98.91577558,52.78677633,102,Clear,Yes
02-03-2022,Indiranagar,100 Feet Road,24147,56.93586535,1.373310565,86.61033009,100,0,98.294,39.94764196,67.89945127,95.53989555,89,Clear,No
02-03-2022,Indiranagar,CMH Road,40261,26.77664529,1.5,100,100,3,130.522,57.13740353,95.65130659,90.19423544,90,Fog,Yes
02-03-2022,Koramangala,Sarjapur Road,47806,40.08312956,1.5,100,100,1,145.612,49.08691343,96.69395606,69.57398652,112,Clear,Yes
02-03-2022,M.G. Road,Trinity Circle,41110,34.22178564,1.5,100,100,0,132.22,40.37546747,71.11331598,93.49529669,103,Clear,Yes
02-03-2022,M.G. Road,Anil Kumble Circle,49397,31.73352437,1.5,100,100,3,148.794,10.85258848,86.45352455,64.46762051,92,Clear,No
02-03-2022,Jayanagar,Jayanagar 4th Block,23911,60.75137321,1.100523075,73.02734407,100,3,97.822,51.16603721,82.82758646,74.21330991,101,Clear,No
02-03-2022,Jayanagar,South End Circle,26733,28.11275843,1.5,82.83489877,100,4,103.466,31.84009143,96.39294563,93.52002316,102,Clear,Yes
02-03-2022,Hebbal,Ballari Road,22660,43.79412812,1.049845683,82.6864531,100,2,95.32,36.15485729,73.31648385,58.80769563,103,Overcast,Yes
03-03-2022,Indiranagar,100 Feet Road,49220,36.63286053,1.5,100,100,0,148.44,10.48703111,69.60506482,55.04035986,93,Clear,No
03-03-2022,Indiranagar,CMH Road,36902,42.67590077,1.5,100,100,6,123.804,49.38980803,63.98923889,96.09778151,87,Clear,No
03-03-2022,Whitefield,ITPL Main Road,7825,58.60168131,1.361506905,24.2802868,39.37434084,0,65.65,41.33367109,91.00763077,76.33844536,192,Clear,No
03-03-2022,Koramangala,Sony World Junction,32629,46.16134289,1.5,100,100,4,115.258,78.80614451,70.96544669,60.1328461,98,Windy,No
03-03-2022,Koramangala,Sarjapur Road,43455,34.96725621,1.5,100,100,2,136.91,25.48936137,66.45667951,68.59973799,96,Fog,No
03-03-2022,Electronic City,Hosur Road,24733,45.44802456,1.135102395,86.50396733,100,1,99.466,32.37326879,66.70486255,63.1440351,100,Clear,No
03-03-2022,M.G. Road,Trinity Circle,39974,40.80567687,1.5,100,100,5,129.948,53.67619023,78.4128556,51.97259765,104,Clear,Yes
03-03-2022,M.G. Road,Anil Kumble Circle,58576,21.52213025,1.5,100,100,4,167.152,29.61514849,62.12482497,89.77909183,98,Clear,No
03-03-2022,Jayanagar,South End Circle,19844,39.34741261,1.366190752,58.65892074,98.4044679,0,89.688,44.87055042,78.30527498,75.94447658,87,Clear,No
03-03-2022,Hebbal,Hebbal Flyover,35776,23.96749295,1.5,100,100,2,121.552,54.80341579,79.7917742,92.4566124,113,Clear,No
03-03-2022,Hebbal,Ballari Road,9739,48.70598414,1.371712261,36.81202235,51.3215349,0,69.478,26.39360979,80.85071015,58.60499263,192,Clear,No
03-03-2022,Yeshwanthpur,Tumkur Road,7225,45.61162568,1.132485526,16.4564474,36.82887325,2,64.45,32.05395476,81.67520693,54.56224207,207,Windy,No
04-03-2022,Indiranagar,100 Feet Road,38842,41.74694978,1.5,100,100,3,127.684,65.97050509,83.22479042,88.65450708,95,Clear,No
04-03-2022,Indiranagar,CMH Road,32571,26.09195734,1.5,100,100,2,115.142,58.93191898,70.11647222,52.02439122,97,Clear,No
04-03-2022,Koramangala,Sony World Junction,48448,47.24389287,1.5,100,100,0,146.896,42.97579955,75.91812225,65.50736105,99,Clear,No
04-03-2022,Koramangala,Sarjapur Road,69293,31.28943285,1.5,100,100,2,188.586,74.78705252,93.15719565,55.44999949,85,Clear,No
04-03-2022,Electronic City,Hosur Road,17452,65.2486894,1.391307794,65.65540925,85.85070779,0,84.904,69.19384101,96.44937241,91.03136967,92,Overcast,No
04-03-2022,M.G. Road,Trinity Circle,52401,32.86044571,1.5,100,100,2,154.802,48.69892572,70.12981452,97.78106899,92,Clear,No
04-03-2022,Jayanagar,South End Circle,8120,50.11730964,1.314546954,22.06780184,39.77048728,0,66.24,70.11697403,65.06177835,78.28224412,182,Overcast,No
04-03-2022,Hebbal,Hebbal Flyover,32927,64.9281057,1.5,100,100,0,115.854,67.47773694,77.4202011,53.61742549,109,Clear,No
05-03-2022,Indiranagar,100 Feet Road,13161,40.63433949,1.146501202,45.90097013,66.86816947,0,76.322,73.31317491,80.12913382,73.2392103,185,Overcast,No
05-03-2022,Indiranagar,CMH Road,37812,30.89970588,1.5,100,100,0,125.624,78.2923478,94.73295855,94.66180736,114,Rain,No
05-03-2022,Whitefield,Marathahalli Bridge,30619,35.79649583,1.5,100,100,1,111.238,21.11968844,67.82665183,98.64886902,88,Clear,No
05-03-2022,Whitefield,ITPL Main Road,21950,52.41808741,1.115466521,81.92642398,100,1,93.9,39.27848566,82.37207488,59.3705644,98,Clear,No
05-03-2022,Koramangala,Sarjapur Road,58269,56.85730617,1.5,100,100,2,166.538,34.10996324,87.74965195,87.9780917,93,Clear,No
05-03-2022,M.G. Road,Trinity Circle,51304,48.38592138,1.5,100,100,0,152.608,46.67952172,80.20231201,76.26252324,89,Clear,No
05-03-2022,M.G. Road,Anil Kumble Circle,42365,37.29094832,1.5,100,100,2,134.73,13.50131746,79.48998241,67.77183404,92,Fog,No
05-03-2022,Jayanagar,Jayanagar 4th Block,30093,45.57801008,1.5,95.23955819,100,1,110.186,52.85163545,66.66182354,76.43149188,103,Clear,Yes
05-03-2022,Jayanagar,South End Circle,30081,28.69179006,1.5,98.90465648,100,2,110.162,18.51111447,82.24229341,66.34888116,98,Clear,No
06-03-2022,Indiranagar,100 Feet Road,40234,20,1.5,100,100,0,130.468,72.4478411,61.23132409,87.41981781,78,Clear,No
06-03-2022,Indiranagar,CMH Road,33106,34.48882737,1.5,100,100,5,116.212,21.14981261,77.41557585,70.0949354,102,Fog,No
06-03-2022,Whitefield,Marathahalli Bridge,31359,32.56589697,1.5,95.46159884,100,4,112.718,69.17934412,71.8720082,67.71328607,87,Clear,No
06-03-2022,Whitefield,ITPL Main Road,18030,48.32376834,1.030008836,68.01302461,93.17675813,0,86.06,64.37377899,85.03386664,70.4571894,92,Fog,No
06-03-2022,Koramangala,Sony World Junction,13610,43.81658376,1.083353472,48.59274591,72.16256152,0,77.22,24.54244911,85.94987749,93.55935232,211,Clear,No
06-03-2022,Koramangala,Sarjapur Road,30499,20,1.5,100,100,0,110.998,22.09527563,74.30562198,64.53719329,103,Windy,No
06-03-2022,M.G. Road,Trinity Circle,43890,38.70340267,1.5,100,100,3,137.78,62.5567967,70.62176739,78.59348447,115,Overcast,No
06-03-2022,M.G. Road,Anil Kumble Circle,53773,36.82106032,1.5,100,100,3,157.546,47.71735571,77.84457229,78.2409157,99,Overcast,No
06-03-2022,Jayanagar,Jayanagar 4th Block,16843,47.95140979,1.363554976,50.44378472,81.26093614,0,83.686,10.97871991,90.87221874,93.75172656,103,Clear,No
06-03-2022,Hebbal,Hebbal Flyover,24661,39.66995918,1.182366375,73.62746768,100,2,99.322,76.85689893,67.72059942,94.13710381,99,Clear,No
06-03-2022,Hebbal,Ballari Road,23539,57.48468039,1.215231817,81.70705105,100,3,97.078,78.07601375,61.50224279,64.25665876,90,Clear,No
06-03-2022,Yeshwanthpur,Yeshwanthpur Circle,22012,51.75751882,1.157851628,70.82271211,100,1,94.024,35.49069734,94.09461397,87.827633,103,Clear,No
07-03-2022,Indiranagar,100 Feet Road,24956,39.22771274,1.091594874,83.71951194,100,4,99.912,39.8510664,84.2477415,77.88823795,104,Rain,No
07-03-2022,Indiranagar,CMH Road,23799,45.46478669,1.16314401,83.43069045,100,3,97.598,43.77160293,83.89397204,73.6231057,106,Clear,No
07-03-2022,Whitefield,Marathahalli Bridge,17558,51.59340995,1.080987017,67.7075466,87.81402793,2,85.116,15.95305349,68.79964508,50.44074166,107,Fog,No
07-03-2022,Koramangala,Sony World Junction,28003,20,1.5,90.31738955,100,0,106.006,34.58519137,93.48959998,53.33985386,84,Clear,No
07-03-2022,Koramangala,Sarjapur Road,43576,38.19811635,1.5,100,100,3,137.152,40.08217668,79.76171468,52.76088134,124,Rain,No
07-03-2022,Electronic City,Hosur Road,24325,56.78843444,1.091576934,73.51579115,100,1,98.65,77.64865073,82.99813973,94.49655279,104,Overcast,No
07-03-2022,M.G. Road,Trinity Circle,26533,45.85177848,1.5,96.2251813,100,0,103.066,45.06785113,74.99858196,81.29291985,109,Clear,No
07-03-2022,M.G. Road,Anil Kumble Circle,54192,36.29367671,1.5,100,100,1,158.384,77.86685663,61.54739833,87.67519506,101,Clear,No
07-03-2022,Jayanagar,Jayanagar 4th Block,17468,50.56874722,1.179890164,59.10191579,83.34231878,1,84.936,15.65454497,75.49164695,80.01012735,100,Clear,No
07-03-2022,Hebbal,Hebbal Flyover,45091,20,1.5,100,100,1,140.182,31.86841284,80.57532986,79.43797318,109,Rain,No
07-03-2022,Hebbal,Ballari Road,28622,40.81723365,1.5,85.5210853,100,3,107.244,17.44718838,79.80686369,80.46113314,93,Clear,No
07-03-2022,Yeshwanthpur,Yeshwanthpur Circle,22638,40.34297165,1.168116104,77.00154885,100,2,95.276,64.26022544,77.32320814,59.60209968,116,Clear,Yes
08-03-2022,Indiranagar,100 Feet Road,21726,32.25388709,1.272063419,63.58267582,100,0,93.452,79.97712437,66.86090775,88.57732287,91,Overcast,No
08-03-2022,Indiranagar,CMH Road,39430,36.84858654,1.5,100,100,3,128.86,20.46560477,83.07638141,82.8747115,90,Overcast,No
08-03-2022,Koramangala,Sony World Junction,58801,51.85223511,1.5,100,100,3,167.602,24.96872226,61.51131872,52.15069822,113,Rain,No
08-03-2022,M.G. Road,Trinity Circle,47772,43.64571972,1.5,100,100,1,145.544,32.03499366,62.09395067,97.43280789,104,Rain,No
08-03-2022,M.G. Road,Anil Kumble Circle,40531,37.01738655,1.5,100,100,1,131.062,73.48109823,79.37891236,73.01634924,102,Clear,No
08-03-2022,Jayanagar,Jayanagar 4th Block,19696,51.48252656,1.378075904,67.82342559,96.02626867,2,89.392,58.6948151,96.9726542,85.61970142,96,Clear,No
08-03-2022,Jayanagar,South End Circle,20215,50.66602148,1.395281397,64.3106034,100,1,90.43,60.23519104,90.19914933,54.44877679,112,Clear,Yes
08-03-2022,Hebbal,Hebbal Flyover,26315,44.06787273,1.5,83.07000186,100,1,102.63,31.01589781,81.2443769,70.41109113,93,Overcast,No
08-03-2022,Hebbal,Ballari Road,22944,52.95487695,1.156811814,84.57859034,100,4,95.888,33.26169375,78.8217874,65.72587861,106,Fog,No
08-03-2022,Yeshwanthpur,Yeshwanthpur Circle,25375,47.69255672,1.5,89.26582421,100,2,100.75,55.90441112,85.66479995,60.47431114,102,Overcast,No
09-03-2022,Indiranagar,100 Feet Road,34407,22.84727424,1.5,100,100,3,118.814,69.58975486,91.02618541,64.40747445,95,Clear,No
09-03-2022,Indiranagar,CMH Road,50717,27.89863393,1.5,100,100,3,151.434,11.56111934,84.3802049,68.39161122,97,Clear,No
09-03-2022,Whitefield,Marathahalli Bridge,20497,53.10863733,1.129900244,75.01930318,100,2,90.994,24.61221177,79.43282235,54.29868676,112,Overcast,No
09-03-2022,Koramangala,Sony World Junction,45116,36.30239084,1.5,100,100,5,140.232,56.707138,71.33590778,82.00451983,103,Clear,No
09-03-2022,Koramangala,Sarjapur Road,29026,44.43597776,1.5,96.51453646,100,1,108.052,52.45204429,90.21355718,95.08266934,117,Clear,Yes
09-03-2022,Electronic City,Silk Board Junction,16968,46.21461064,1.334637512,51.53486533,84.16227075,1,83.936,40.8901462,62.62511981,70.07217746,97,Fog,No
09-03-2022,M.G. Road,Trinity Circle,40414,47.71899545,1.5,100,100,1,130.828,47.03722874,95.04813449,73.1247137,93,Overcast,No
09-03-2022,M.G. Road,Anil Kumble Circle,25710,50.41972348,1.5,82.72287381,100,5,101.42,76.67158842,60.99503528,68.84177805,115,Clear,No
09-03-2022,Jayanagar,South End Circle,27928,42.01710058,1.5,87.18266774,100,1,105.856,16.29770952,82.53534963,55.68812312,87,Clear,No
09-03-2022,Yeshwanthpur,Yeshwanthpur Circle,13553,47.8203621,1.378913729,42.02281236,67.16851774,1,77.106,32.25575308,82.15323663,86.53534422,165,Clear,No
10-03-2022,Indiranagar,100 Feet Road,36665,21.17104081,1.5,100,100,0,123.33,76.79809091,65.69144874,85.42391266,81,Clear,No
10-03-2022,Koramangala,Sony World Junction,46429,33.46739447,1.5,100,100,1,142.858,76.16320058,72.54941035,72.12945117,86,Clear,No
10-03-2022,Koramangala,Sarjapur Road,56997,40.14377137,1.5,100,100,2,163.994,37.89806001,66.79546699,69.1532838,113,Windy,No
10-03-2022,Electronic City,Hosur Road,11400,55.13401931,1.001749593,33.47743639,57.97628993,1,72.8,17.73789551,96.88370614,87.55741839,204,Clear,No
10-03-2022,M.G. Road,Trinity Circle,39921,34.48764164,1.5,100,100,3,129.842,74.22673091,78.00497091,87.21518587,99,Clear,No
10-03-2022,M.G. Road,Anil Kumble Circle,35632,44.72710393,1.5,100,100,3,121.264,21.88548477,86.10107511,80.60396591,109,Fog,No
10-03-2022,Jayanagar,Jayanagar 4th Block,26533,23.44292425,1.5,96.06728012,100,2,103.066,50.67743713,80.23933317,69.93206676,86,Clear,Yes
10-03-2022,Jayanagar,South End Circle,17611,51.65877824,1.303143249,59.30828386,90.09585669,0,85.222,75.9333481,81.20353988,91.56620356,96,Rain,Yes
10-03-2022,Hebbal,Hebbal Flyover,20344,45.45722796,1.185761163,74.16329846,100,4,90.688,48.1505891,68.95588933,72.1958349,99,Overcast,No
10-03-2022,Hebbal,Ballari Road,41689,23.71365486,1.5,100,100,1,133.378,39.65852064,72.28599801,95.25440617,113,Clear,No
10-03-2022,Yeshwanthpur,Yeshwanthpur Circle,17905,51.68353968,1.34303507,50.85515109,86.67981983,1,85.81,59.20759645,67.30652195,80.49343675,107,Overcast,No
10-03-2022,Yeshwanthpur,Tumkur Road,17412,47.74475802,1.161092948,54.90861176,86.06902723,1,84.824,75.82213073,71.74705653,70.78517891,109,Clear,Yes
11-03-2022,Indiranagar,100 Feet Road,24681,52.4371582,1.136366564,83.14068757,100,2,99.362,33.46562261,61.68179184,79.91188799,112,Fog,No
11-03-2022,Indiranagar,CMH Road,25517,39.48078341,1.5,88.77375651,100,1,101.034,49.92702697,90.25910715,55.52895935,111,Rain,No
11-03-2022,Whitefield,Marathahalli Bridge,30896,25.36239402,1.5,100,100,4,111.792,66.70485158,79.25104602,72.53117126,98,Overcast,No
11-03-2022,Koramangala,Sony World Junction,46711,44.94414528,1.5,100,100,2,143.422,69.40113599,76.56274478,62.6848415,113,Overcast,No
11-03-2022,Koramangala,Sarjapur Road,45746,31.08843628,1.5,100,100,0,141.492,30.06614739,91.25960973,57.5793956,104,Rain,No
11-03-2022,Electronic City,Hosur Road,12625,50.7376711,1.255821531,45.35866806,62.26700554,0,75.25,64.91090794,87.14852945,73.64022321,221,Clear,No
11-03-2022,M.G. Road,Trinity Circle,27262,23.48773342,1.5,88.57415809,100,4,104.524,21.69700614,61.33572819,69.28583564,115,Clear,No
11-03-2022,M.G. Road,Anil Kumble Circle,38486,34.33887606,1.5,100,100,2,126.972,13.494574,64.62226795,53.56835069,108,Clear,No
11-03-2022,Yeshwanthpur,Yeshwanthpur Circle,17074,59.14110391,1.192679935,54.9264903,90.23180312,1,84.148,60.91047341,70.78246773,55.00846631,96,Clear,No
11-03-2022,Yeshwanthpur,Tumkur Road,21741,53.86579493,1.38011362,82.44500069,100,4,93.482,64.72221012,74.21358833,78.71351901,111,Clear,No
12-03-2022,Indiranagar,100 Feet Road,22597,34.67994344,1.246753629,76.00536714,100,1,95.194,45.17707387,70.84711143,97.38012508,99,Fog,No
12-03-2022,Indiranagar,CMH Road,26937,38.81724745,1.5,98.35017484,100,3,103.874,16.29147961,65.27719303,74.77545887,85,Clear,No
12-03-2022,Koramangala,Sony World Junction,42580,51.7720051,1.5,100,100,0,135.16,58.6785004,70.10970675,65.57028225,86,Clear,No
12-03-2022,Koramangala,Sarjapur Road,46833,27.33533569,1.5,100,100,2,143.666,43.26592269,77.97405267,85.42895625,104,Fog,No
12-03-2022,M.G. Road,Trinity Circle,50301,38.97637502,1.5,100,100,1,150.602,47.33366804,94.31980891,86.83751105,91,Clear,No
12-03-2022,Jayanagar,South End Circle,27486,25.3550318,1.5,86.59383619,100,2,104.972,10.71636995,60.88638142,50.41748688,86,Clear,No
12-03-2022,Hebbal,Hebbal Flyover,22266,46.44221757,1.271224151,70.14164178,100,6,94.532,54.90992069,92.72848005,50.28260524,99,Clear,No
12-03-2022,Hebbal,Ballari Road,19072,34.01813616,1.149385687,73.43674913,100,0,88.144,60.81781455,62.06981919,51.50960077,120,Clear,No
13-03-2022,Indiranagar,100 Feet Road,37514,32.72278997,1.5,100,100,3,125.028,75.51686076,66.58964153,52.10752085,99,Fog,No
13-03-2022,Indiranagar,CMH Road,26793,39.44968315,1.5,81.17656241,100,0,103.586,51.55568056,95.46937568,83.5331658,115,Clear,No
13-03-2022,Whitefield,Marathahalli Bridge,33299,39.79939741,1.5,100,100,3,116.598,73.74287552,60.5932065,90.45516084,120,Clear,Yes
13-03-2022,Whitefield,ITPL Main Road,19043,34.97896075,1.249769971,69.98884012,99.5827395,1,88.086,54.44399647,94.25197307,74.53048442,91,Clear,No
13-03-2022,Koramangala,Sony World Junction,31063,20,1.5,100,100,0,112.126,18.6757436,79.96846014,66.84823939,94,Overcast,No
13-03-2022,Koramangala,Sarjapur Road,16686,38.09859162,1.302532715,61.21924405,83.20877306,0,83.372,10.7719659,97.06228461,80.16539392,92,Overcast,No
13-03-2022,Electronic City,Hosur Road,26860,31.06648875,1.5,79.61587643,100,1,103.72,58.28888984,82.62257302,53.87428987,89,Clear,No
13-03-2022,M.G. Road,Trinity Circle,40676,30.9536148,1.5,100,100,1,131.352,48.44089836,88.87412642,99.66863941,87,Rain,No
14-03-2022,Indiranagar,100 Feet Road,20041,65.26817116,1.351103337,58.80396675,97.78240061,1,90.082,32.45350898,75.48621576,81.12968983,98,Clear,No
14-03-2022,Indiranagar,CMH Road,11027,45.79579547,1.156691105,38.54210189,52.89185897,0,72.054,64.23051358,97.87164689,55.02202089,192,Clear,No
14-03-2022,Whitefield,Marathahalli Bridge,16322,60.37137811,1.371187625,52.98169483,85.30812366,0,82.644,78.54737951,98.39337526,66.45683528,114,Clear,No
14-03-2022,Whitefield,ITPL Main Road,37734,20,1.5,100,100,1,125.468,62.43809053,82.60693025,72.39456724,94,Clear,No
14-03-2022,Koramangala,Sony World Junction,53718,37.61261709,1.5,100,100,1,157.436,35.04017355,93.77622449,72.66498693,107,Clear,No
14-03-2022,Electronic City,Hosur Road,14352,31.684917,1.302797904,52.83053218,71.85874056,1,78.704,18.67163957,82.57767367,97.61506923,213,Rain,No
14-03-2022,M.G. Road,Trinity Circle,50385,43.29149035,1.5,100,100,2,150.77,71.27303578,67.57424911,77.39354053,102,Clear,No
14-03-2022,M.G. Road,Anil Kumble Circle,28059,54.8247045,1.5,95.77299643,100,1,106.118,19.59417785,93.962835,80.82396793,90,Overcast,No
14-03-2022,Jayanagar,South End Circle,19640,40.32261316,1.303572779,61.40827766,97.46552854,0,89.28,17.77367111,88.91048131,63.37559287,82,Overcast,No
14-03-2022,Hebbal,Ballari Road,31082,35.72288347,1.5,100,100,3,112.164,52.93732996,70.90124676,63.70869288,86,Clear,No
14-03-2022,Yeshwanthpur,Tumkur Road,29880,36.03381996,1.5,100,100,2,109.76,11.04371849,65.17612002,62.58322175,98,Clear,No
15-03-2022,Indiranagar,100 Feet Road,21835,41.61330946,1.150727842,75.34698542,100,1,93.67,52.98218389,94.43420112,87.66067194,101,Clear,No
15-03-2022,Indiranagar,CMH Road,53009,46.36455574,1.5,100,100,1,156.018,29.45454075,95.61257825,77.49942079,97,Fog,No
15-03-2022,Koramangala,Sony World Junction,39924,42.95714448,1.5,100,100,1,129.848,57.56556159,72.61956826,89.62508409,87,Clear,Yes
15-03-2022,M.G. Road,Trinity Circle,39777,35.0474336,1.5,100,100,3,129.554,32.98464517,63.01088964,53.66803798,90,Fog,No
15-03-2022,M.G. Road,Anil Kumble Circle,11298,48.74062088,1.245973671,47.20375478,52.60314321,0,72.596,43.11661767,98.74455261,88.59048881,221,Windy,No
15-03-2022,Jayanagar,Jayanagar 4th Block,35353,32.79946493,1.5,100,100,5,120.706,49.27770761,81.34034345,91.17265269,108,Fog,No
15-03-2022,Jayanagar,South End Circle,16150,47.68775789,1.369613797,45.3867816,85.0500672,1,82.3,37.35252434,89.63237459,80.07355504,105,Clear,No
15-03-2022,Hebbal,Hebbal Flyover,32963,27.24393639,1.5,100,100,0,115.926,10.80028737,77.09802133,70.51687972,92,Clear,No
15-03-2022,Hebbal,Ballari Road,20247,51.14961232,1.137800742,70.00334361,100,2,90.494,22.06773003,88.78655702,80.72405041,105,Clear,No
15-03-2022,Yeshwanthpur,Yeshwanthpur Circle,20804,49.48317562,1.387739846,62.15313706,100,0,91.608,65.30518889,91.34811955,55.63035745,116,Rain,No
16-03-2022,Indiranagar,CMH Road,24004,31.24914767,1.317291871,73.01640622,100,1,98.008,56.33424111,78.67997678,90.60166465,88,Clear,No
16-03-2022,Koramangala,Sony World Junction,27079,36.87941776,1.5,96.48645857,100,1,104.158,64.23794367,73.49318124,81.65534114,78,Clear,No
16-03-2022,Koramangala,Sarjapur Road,26713,21.93098771,1.5,84.73934082,100,1,103.426,60.02812146,81.09196533,95.04339472,94,Clear,No
16-03-2022,Electronic City,Silk Board Junction,19698,44.39920807,1.104323371,69.31487679,100,1,89.396,67.92366718,74.40470862,80.006197,88,Clear,No
16-03-2022,M.G. Road,Trinity Circle,38194,38.56629616,1.5,100,100,0,126.388,17.85480775,82.92511693,89.04872004,96,Clear,No
16-03-2022,M.G. Road,Anil Kumble Circle,38531,47.57084892,1.5,100,100,2,127.062,72.05714695,82.49130011,62.60493298,124,Clear,No
16-03-2022,Jayanagar,Jayanagar 4th Block,39022,37.09169811,1.5,100,100,0,128.044,45.55034263,99.93227722,84.74826344,94,Fog,Yes
16-03-2022,Hebbal,Hebbal Flyover,19647,29.65875307,1.169947171,61.26774599,94.95718322,2,89.294,30.71558774,69.79235846,60.8832938,87,Rain,No
16-03-2022,Yeshwanthpur,Yeshwanthpur Circle,11786,58.34506133,1.085049276,36.77338974,56.65084158,0,73.572,68.10972316,94.12445557,60.98751501,172,Clear,No
16-03-2022,Yeshwanthpur,Tumkur Road,15183,50.69374157,1.08283393,47.3282769,72.25738419,0,80.366,79.45202001,86.22375805,77.10482546,108,Overcast,Yes
17-03-2022,Indiranagar,100 Feet Road,36346,34.70233512,1.5,100,100,2,122.692,79.26953658,66.30754688,75.81699094,109,Clear,No
17-03-2022,Indiranagar,CMH Road,32671,52.12711411,1.5,99.22672413,100,0,115.342,10.08425297,84.64394249,59.45085337,90,Clear,No
17-03-2022,Whitefield,Marathahalli Bridge,27755,44.15823782,1.5,87.62129101,100,0,105.51,39.83060839,97.83377636,60.88645171,92,Rain,No
17-03-2022,Koramangala,Sarjapur Road,31940,22.41735371,1.5,100,100,5,113.88,57.47278092,96.08776474,69.28661639,109,Clear,No
17-03-2022,Electronic City,Hosur Road,23764,45.47034364,1.048700799,81.10281043,100,0,97.528,47.91490555,75.51380399,55.05382462,108,Clear,No
17-03-2022,Electronic City,Silk Board Junction,18179,46.23754643,1.352586706,63.37064856,89.77159901,0,86.358,15.27250025,61.25828781,84.77378021,98,Clear,No
17-03-2022,M.G. Road,Trinity Circle,42525,30.91126632,1.5,100,100,4,135.05,28.27467599,71.14829382,95.46801634,104,Clear,No
17-03-2022,M.G. Road,Anil Kumble Circle,37102,25.08227354,1.5,100,100,4,124.204,14.49368402,81.51692125,85.93945174,91,Overcast,No
17-03-2022,Jayanagar,South End Circle,23961,27.40041118,1.066248024,73.95146117,100,2,97.922,29.95696496,78.20206819,64.53251647,92,Clear,No
17-03-2022,Hebbal,Ballari Road,33582,48.01102063,1.5,100,100,3,117.164,15.02652818,63.77103912,79.14346806,78,Fog,No
18-03-2022,Indiranagar,100 Feet Road,34188,49.58657523,1.5,100,100,2,118.376,57.79298473,77.08812109,79.57643987,107,Overcast,No
18-03-2022,Indiranagar,CMH Road,23926,33.69955831,1.103555497,84.84379948,100,1,97.852,22.66811448,91.89036103,72.84901798,95,Clear,No
18-03-2022,Whitefield,ITPL Main Road,16247,42.83268211,1.284752834,45.32528648,81.83770076,0,82.494,73.26220394,96.28469677,84.91164949,118,Overcast,No
18-03-2022,Koramangala,Sony World Junction,32190,20.26980169,1.5,100,100,1,114.38,51.20505688,96.92704114,87.40446829,105,Clear,No
18-03-2022,Electronic City,Hosur Road,5292,50.45389481,1.1487584,8.205698566,22.83067943,0,60.584,13.80870894,86.26627826,91.85038979,195,Clear,No
18-03-2022,Electronic City,Silk Board Junction,23545,31.92357419,1.304669962,79.39739365,100,2,97.09,60.23923532,84.45222068,58.92664523,96,Clear,No
18-03-2022,M.G. Road,Anil Kumble Circle,41019,38.05085405,1.5,100,100,2,132.038,78.88127051,78.19626412,67.96155703,94,Fog,No
18-03-2022,Jayanagar,Jayanagar 4th Block,35692,48.13473161,1.5,100,100,1,121.384,58.73844327,62.11298578,90.85424735,111,Clear,No
18-03-2022,Jayanagar,South End Circle,14725,52.48821181,1.022196288,39.13388433,69.63651058,2,79.45,45.88787674,65.87392676,77.55156763,183,Overcast,No
18-03-2022,Hebbal,Ballari Road,19393,36.99358836,1.069414768,62.10943314,96.14022806,0,88.786,55.96353646,96.75408205,70.02976871,90,Overcast,No
18-03-2022,Yeshwanthpur,Tumkur Road,21513,44.14396668,1.353628044,63.38805084,100,0,93.026,38.75439627,95.07391993,76.37572599,95,Overcast,No
19-03-2022,Indiranagar,100 Feet Road,24566,43.97943609,1.208035975,79.90065229,100,2,99.132,50.94552828,86.60816414,85.63590015,114,Clear,No
19-03-2022,Indiranagar,CMH Road,37666,54.85944776,1.5,100,100,3,125.332,15.8766163,73.58259382,65.54230778,123,Rain,No
19-03-2022,Whitefield,Marathahalli Bridge,28655,32.34171634,1.5,95.39264458,100,1,107.31,72.04070213,70.8593687,51.9486182,103,Overcast,No
19-03-2022,Koramangala,Sony World Junction,59997,46.96627121,1.5,100,100,0,169.994,45.45227831,94.8356228,60.67307581,98,Clear,No
19-03-2022,Koramangala,Sarjapur Road,48562,40.21229991,1.5,100,100,2,147.124,60.24055783,82.32195903,52.83074866,89,Clear,No
19-03-2022,Electronic City,Hosur Road,15318,33.95974367,1.211163931,45.37851202,80.43471314,0,80.636,41.10676536,93.97689078,80.79219472,94,Fog,No
